chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
,,518199,0,0,0,0,0,1,4.7,2.1,0,Fabian,0.0,813,False,,,40,518199.jpg,0.0,Mrozek,0.0,False,,a,11,14,0,1,1,0,0,0.0,0.0,Mrozek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,622,84,609,67,570,56,627,84,,,,,,,0,0,0,0,0,0,748,64,505,76,631,83,812,93,0,0
100,100,437742,0,0,-1,1,0,3,3.5,2.5,2,Albert,2.5,21,False,,2023-09-27T09:00:08.013871Z,49,437742.jpg,2.5,Sambi Lokonga,0.0,False,,a,12,102,25,3167,77,3324,30,0.5,5.1,Sambi,739,0,2,2,15,0,0,0,2,0,0,1,123,141.8,84.4,30.0,25.5,9,0.25,0.32,0.57,11.95,294,122,261,148,342,175,322,147,,,,,,,0.03,0.0,0.04,0.07,1.46,1.83,262,167,118,52,231,100,587,215,1.1,0.24
0,0,184704,0,0,-1,1,0,3,0.0,0.0,0,Marvelous,0.0,52,False,Knee injury - Unknown return date,2023-12-27T00:00:09.843034Z,44,184704.jpg,1.6,Nakamba,0.6,False,,i,12,102,21,178399,9,251150,235,0.0,4.8,Nakamba,1131,0,0,0,24,0,0,0,5,0,0,0,131,146.4,102.8,14.0,26.5,13,0.18,0.49,0.67,26.26,289,119,229,137,402,198,313,144,,,,,,,0.01,0.0,0.04,0.05,2.09,1.91,524,306,570,204,359,155,226,68,1.03,0.0
,,174310,0,0,-1,1,1,4,13.5,7.5,5,Elijah,7.5,314,False,,,49,174310.jpg,3.5,Adebayo,4.3,False,,a,12,102,80,539322,27875,206311,5467,1.5,16.3,Adebayo,1149,9,1,2,28,0,0,0,1,0,0,6,264,363.6,174.1,472.0,101.0,13,4.93,0.44,5.37,23.99,99,10,145,20,31,15,64,11,,,,,2,,0.39,0.0,0.03,0.42,1.88,2.19,235,51,4,1,93,18,79,14,1.02,0.16
0,0,208904,0,0,-1,1,0,2,0.0,0.0,0,Mads Juel,0.0,315,False,Calf injury - Unknown return date,2024-01-17T10:30:09.082409Z,39,208904.jpg,1.9,Andersen,0.6,False,,i,12,102,15,206612,13,223688,325,0.0,3.8,Andersen,397,1,0,0,6,0,0,0,1,0,0,1,75,126.8,1.8,27.0,15.6,4,0.26,0.00,0.26,7.64,314,123,452,167,353,120,375,136,,,,,,,0.06,0.0,0.0,0.06,1.73,1.36,781,243,410,139,305,100,217,86,0.91,0.0
100,100,165183,0,0,-1,1,0,2,4.1,2.8,3,Amari'i,2.8,316,False,,2023-12-26T10:00:10.242282Z,39,165183.jpg,1.8,Bell,3.5,False,,a,12,102,33,248429,5663,691650,1185,0.7,8.5,Bell,1535,0,0,2,35,0,0,0,0,0,0,3,242,316.6,106.4,42.0,46.5,18,0.38,0.40,0.78,32.23,137,49,222,56,307,94,214,64,,,,,,,0.02,0.0,0.02,0.04,1.89,2.05,777,241,94,23,323,111,94,34,1.06,0.12
100,100,82738,0,0,-4,4,0,3,0.1,0.8,1,Luke,0.8,317,False,,2023-11-04T03:00:08.936884Z,46,82738.jpg,1.0,Berry,0.0,False,,a,12,102,5,1531,25,6534,6,0.2,1.1,Berry,41,0,0,0,1,0,0,0,0,0,0,0,12,0.6,0.9,11.0,1.3,0,0.23,0.02,0.25,1.23,511,232,465,225,414,205,488,221,,,,,,,0.5,0.0,0.04,0.54,2.7,2.2,334,220,278,129,471,217,579,212,0.0,0.0
100,100,156658,0,0,0,0,0,2,2.5,2.0,1,Reece,2.0,318,False,,2023-10-22T23:30:07.909991Z,40,156658.jpg,1.9,Burke,0.1,False,,a,12,102,21,28134,363,24051,87,0.5,5.2,Burke,763,0,1,1,14,0,0,0,1,0,0,0,116,154.8,76.9,74.0,30.6,9,0.48,0.20,0.68,15.10,277,108,271,81,241,66,295,101,,,,,,,0.06,0.0,0.02,0.08,1.78,1.65,677,174,151,47,306,101,406,156,1.06,0.12
0,0,193195,0,0,-1,1,0,3,0.0,0.0,0,Allan,0.0,319,False,Season-long loan to Millwall,2023-09-01T15:34:04.323217Z,49,193195.jpg,0.0,Campbell,0.0,False,,u,12,102,0,182,0,3896,0,0.0,0.0,Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,776,330,775,330,770,327,779,331,,,,,,,0,0,0,0,0,0,238,154,736,303,778,331,666,262,0,0
100,100,96784,0,0,-2,2,0,3,2.1,1.8,1,Jordan,1.8,320,False,,2023-12-27T00:00:10.569232Z,48,96784.jpg,1.2,Clark,0.0,False,,a,12,102,11,1248,36,1791,15,0.4,2.3,Clark,338,0,0,1,9,0,0,0,2,0,0,0,27,36.4,35.4,48.0,12.0,4,0.33,0.15,0.48,8.22,424,187,351,182,294,156,399,182,,,,,,,0.09,0.0,0.04,0.13,2.19,2.4,282,182,177,78,410,185,682,272,1.07,0.27
100,100,244262,0,0,1,-1,2,2,6.1,3.8,1,Alfie,3.8,321,False,,2023-12-02T19:00:09.058622Z,46,244262.jpg,3.3,Doughty,7.6,False,,a,12,102,73,896943,16042,129198,5907,0.8,15.9,Doughty,1659,1,7,2,36,0,0,0,2,0,0,10,356,398.8,734.6,176.0,130.9,19,0.70,3.23,3.93,36.30,79,28,9,3,134,13,29,4,1,,,,,,0.04,0.0,0.18,0.22,1.97,1.95,346,47,57,12,122,26,50,14,1.03,0.11
0,0,49083,0,0,-1,1,0,3,0.0,0.0,0,Luke,0.0,322,False,Released,2023-08-25T08:38:56.197815Z,49,49083.jpg,0.0,Freeman,0.0,False,,u,12,102,0,59,0,1932,1,0.0,0.0,Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,771,325,769,325,764,322,774,326,,,,,,,0,0,0,0,0,0,220,142,729,297,773,326,701,281,0,0
0,0,113534,0,0,0,0,0,1,0.0,0.0,0,Matt,0.0,323,False,Released from contract,2023-09-03T20:04:04.658822Z,40,113534.jpg,0.0,Macey,0.2,False,,u,12,102,0,1324,0,44204,44,0.0,0.0,Macey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,559,62,546,45,504,34,564,62,,,,,,,0,0,0,0,0,0,672,42,439,54,568,61,328,48,0,0
0,0,422303,0,0,0,0,0,4,0.0,0.0,0,John,0.0,324,False,Season-long loan to Barnsley,2023-08-28T08:17:07.837499Z,45,422303.jpg,0.0,McAtee,0.4,False,,u,12,102,0,7174,0,238014,89,0.0,0.0,McAtee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,699,75,695,76,678,74,704,78,,,,,,,0,0,0,0,0,0,407,71,633,63,705,79,250,43,0,0
0,0,453537,0,0,0,0,0,3,0.0,0.0,0,Carlos,0.0,325,False,Permanent transfer to Bolton Wanderers,2023-07-26T11:29:40.140241Z,45,453537.jpg,0.0,Mendes Gomes,0.0,False,,u,12,102,0,0,0,1480,1,0.0,0.0,Mendes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,707,279,703,280,688,272,712,281,,,,,,,0,0,0,0,0,0,422,244,643,239,713,283,715,287,0,0
,,156700,0,0,-5,5,2,4,12.5,7.0,5,Carlton,7.0,326,False,,,50,156700.jpg,4.0,Morris,2.8,False,,a,12,102,91,1248028,18349,1117271,2821,1.4,18.2,Morris,1509,6,6,3,32,0,0,0,2,0,0,11,269,337.4,160.4,505.0,100.1,17,6.75,0.82,7.57,33.80,117,12,158,23,28,13,66,12,,,,,1,,0.4,0.0,0.05,0.45,2.02,1.91,184,44,8,3,48,10,115,20,1.01,0.18
0,0,174595,0,0,0,0,0,4,0.0,0.0,0,Admiral,0.0,327,False,Season-long loan to Exeter City,2023-09-01T14:47:17.297340Z,45,174595.jpg,0.0,Muskwe,0.1,False,,u,12,102,0,1383,0,18900,7,0.0,0.0,Muskwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,686,70,681,71,661,69,691,73,,,,,,,0,0,0,0,0,0,374,65,614,57,693,74,495,71,0,0
100,100,229164,0,0,-1,1,0,4,6.9,4.2,2,Chiedozie,4.2,328,False,,2023-11-21T13:00:10.159797Z,49,229164.jpg,2.4,Ogbene,0.2,False,,a,12,102,53,25357,306,28358,171,0.9,10.8,Ogbene,1368,2,2,2,27,0,0,0,0,0,0,4,253,271.2,296.1,315.0,88.3,14,2.54,2.97,5.51,30.48,176,18,74,7,67,25,88,18,,,,,,,0.17,0.0,0.2,0.37,2.01,1.78,252,55,43,12,250,38,357,54,0.92,0.13
0,0,168035,0,0,0,0,0,3,0.0,0.0,0,Fred,0.0,329,False,Season long loan to Rotherham,2023-07-31T07:05:08.472622Z,50,168035.jpg,0.0,Onyedinma,0.0,False,,u,12,102,0,0,0,203,0,0.0,0.0,Onyedinma,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,788,339,788,340,785,339,790,340,,,,,,,0,0,0,0,0,0,187,114,755,318,789,340,793,340,0,0
100,100,199056,0,0,-1,1,0,2,6.1,3.8,1,Gabriel,3.8,330,False,,2023-08-04T11:00:04.319102Z,44,199056.jpg,2.7,Osho,0.2,False,,a,12,102,35,22584,1100,7970,572,0.9,8.0,Osho,1136,2,0,2,25,0,0,0,2,0,0,1,203,314.2,6.9,70.0,39.1,13,0.79,0.04,0.83,26.45,140,50,433,159,244,69,240,74,,,,,,,0.06,0.0,0.0,0.06,2.1,1.98,527,100,55,11,192,51,336,132,1.03,0.16
0,0,490180,0,0,0,0,0,4,0.0,0.0,0,Aribim,0.0,331,False,Season long loan to Bromley,2023-08-21T08:33:51.407917Z,45,490180.jpg,0.0,Pepple,0.1,False,,u,12,102,0,838,0,17668,9,0.0,0.0,Pepple,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,722,82,718,83,705,81,727,85,,,,,,,0,0,0,0,0,0,443,79,658,70,726,85,505,72,0,0
0,0,243532,0,0,-1,1,0,3,0.0,0.0,0,Dion,0.0,332,False,Season-long loan to Sutton United,2023-09-01T14:46:43.900668Z,44,243532.jpg,0.0,Pereira,0.0,False,,u,12,102,0,1744,0,17705,5,0.0,0.0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,667,254,658,257,627,243,671,256,,,,,,,0,0,0,0,0,0,551,313,584,209,677,262,531,188,0,0
100,100,108411,0,0,-1,1,0,2,-1.5,0.0,0,Dan,0.0,333,False,,2023-08-06T23:30:05.828555Z,39,108411.jpg,0.0,Potts,0.1,False,,a,12,102,0,10510,177,11920,59,0.0,0.0,Potts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,529,186,512,185,467,169,533,185,,,,,,,0,0,0,0,0,0,769,239,400,137,538,182,441,173,0,0
0,0,165152,0,0,-1,1,0,3,0.0,0.0,0,Glen,0.0,334,False,Released from contract,2023-09-03T20:07:55.555731Z,44,165152.jpg,0.0,Rea,0.0,False,,u,12,102,0,883,0,5369,1,0.0,0.0,Rea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,656,249,645,252,614,238,660,251,,,,,,,0,0,0,0,0,0,516,305,565,203,665,257,627,238,0,0
,,77818,0,0,-2,2,0,1,-1.5,0.0,0,James,0.0,335,False,,,43,77818.jpg,0.0,Shea,0.1,False,,a,12,102,0,3054,15,13209,18,0.0,0.0,Shea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,638,87,626,72,594,63,642,87,,,,,,,0,0,0,0,0,0,593,30,534,79,647,86,395,57,0,0
0,0,242500,0,0,0,0,0,4,0.0,0.0,0,Joe,0.0,336,False,Season long loan to Colchester United,2023-08-11T10:53:00.375635Z,45,242500.jpg,0.0,Taylor,0.1,False,,u,12,102,0,0,0,25515,13,0.0,0.0,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,694,74,690,75,672,73,699,77,,,,,,,0,0,0,0,0,0,399,69,627,61,701,78,473,67,0,0
0,0,232477,0,0,0,0,0,3,0.0,0.0,0,Elliot,0.0,337,False,Joined Shrewsbury Town on a season-long loan,2023-07-13T12:00:04.224388Z,45,232477.jpg,0.0,Thorpe,0.0,False,,u,12,102,0,14,0,618,1,0.0,0.0,Thorpe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,692,269,688,270,670,262,697,271,,,,,,,0,0,0,0,0,0,395,232,625,227,699,274,747,309,0,0
0,0,207722,0,0,0,0,0,1,0.0,0.0,0,Jack,0.0,338,False,Joined Dundee United on a season-long loan - Expected back 01 Jul,2023-07-11T09:00:04.234257Z,40,207722.jpg,0.0,Walton,0.0,False,,u,12,102,0,0,0,844,5,0.0,0.0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,570,65,557,48,515,37,575,65,,,,,,,0,0,0,0,0,0,685,45,450,57,579,64,706,83,0,0
0,0,223333,0,0,-1,1,0,3,0.0,0.0,0,Louie,0.0,339,False,Season-long loan to Charlton,2023-09-01T21:49:21.681463Z,44,223333.jpg,0.0,Watson,0.1,False,,u,12,102,0,3951,0,29350,22,0.0,0.0,Watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,662,250,653,253,622,239,666,252,,,,,,,0,0,0,0,0,0,541,308,577,205,672,258,392,125,0,0
100,100,91046,0,0,-2,2,0,4,0.1,0.8,1,Cauley,0.8,340,False,,2023-11-10T17:30:09.674003Z,43,91046.jpg,1.0,Woodrow,0.5,False,,a,12,102,11,131421,675,155711,334,0.2,2.6,Woodrow,87,0,0,0,2,0,0,0,0,0,0,0,37,28.6,51.0,36.0,11.5,0,0.64,0.44,1.08,1.64,433,50,320,44,319,51,402,51,,,,,3,,0.66,0.0,0.46,1.12,1.7,2.07,597,102,267,37,438,53,227,39,0.0,0.0
100,75,244856,0,0,-1,1,1,2,-0.5,0.4,0,Teden,0.5,393,False,,2024-02-09T16:30:08.656679Z,39,244856.jpg,1.8,Mengi,1.8,False,,a,12,102,28,315063,783,159775,1476,0.1,7.2,Mengi,1310,1,0,1,28,0,0,0,2,0,0,1,178,299.0,24.3,60.0,38.4,14,0.32,0.47,0.79,28.71,149,54,380,133,267,77,244,76,,,,,,,0.02,0.0,0.03,0.05,1.97,1.92,789,246,294,95,324,112,143,61,0.96,0.07
0,0,232351,0,0,-3,3,0,2,0.0,0.0,0,Ryan,0.0,553,False,Joined Hull City on loan until the end of the season,2024-01-31T09:01:37.686625Z,42,232351.jpg,1.0,Giles,0.1,False,,u,12,102,11,9853,0,19450,38,0.0,2.6,Giles,498,0,0,0,14,0,0,0,0,0,0,0,81,83.2,108.7,38.0,23.1,5,0.12,0.56,0.68,14.04,353,136,218,54,314,98,333,119,,,,,,,0.02,0.0,0.1,0.12,2.54,2.53,650,160,526,215,433,153,438,170,0.9,0.0
0,0,108796,0,0,-3,3,0,2,0.0,0.0,0,Tom,0.0,575,False,Illness - Unknown return date,2023-12-28T19:00:10.993513Z,42,108796.jpg,1.6,Lockyer,0.1,False,,i,12,102,23,31908,5,40500,95,0.0,5.5,Lockyer,1169,1,1,0,23,1,0,0,4,0,0,1,162,286.2,39.2,80.0,40.6,14,0.99,0.29,1.28,27.64,163,60,347,119,230,62,234,69,,,,,,,0.08,0.0,0.02,0.1,2.13,1.77,645,156,521,211,356,124,394,152,1.08,0.0
,,104047,0,0,-3,3,0,3,-0.5,0.5,0,Pelly Ruddock,0.5,582,False,,,47,104047.jpg,1.4,Mpanzu,0.0,False,,a,12,102,26,4014,39,7386,12,0.1,5.5,Mpanzu,768,0,0,1,15,0,0,0,0,0,0,0,73,74.4,69.9,60.0,20.4,8,0.53,1.37,1.90,18.99,364,156,286,157,270,141,351,158,,,,,,,0.06,0.0,0.16,0.22,2.23,1.76,311,203,311,146,387,172,564,206,0.94,0.12
,,222677,0,0,-3,3,0,3,0.1,0.8,1,Tahith,0.8,586,False,,,47,222677.jpg,1.4,Chong,0.1,False,,a,12,102,26,12561,81,19289,30,0.2,5.5,Chong,806,1,0,0,19,0,0,0,3,0,0,0,67,112.6,114.5,119.0,34.2,6,1.02,0.73,1.75,19.95,321,135,209,128,182,103,269,130,,,,,,,0.11,0.0,0.08,0.19,2.23,2.12,322,212,281,131,388,173,463,154,0.67,0.0
100,100,476369,0,0,0,0,0,2,-1.5,0.0,0,Issa,0.0,602,False,,2023-12-30T22:30:10.464412Z,40,476369.jpg,1.7,Kaboré,3.0,False,,a,12,102,25,570175,584,839979,1103,0.0,6.2,Kaboré,1047,0,2,0,23,0,0,0,4,0,0,3,137,180.6,158.7,50.0,38.8,13,0.22,1.20,1.42,23.85,255,97,159,33,285,86,243,75,,,,,,,0.02,0.0,0.1,0.12,2.05,1.98,726,209,486,184,343,119,106,40,1.12,0.0
,,54738,0,0,0,0,0,1,4.5,3.0,1,Thomas,3.0,614,False,,,45,54738.jpg,2.4,Kaminski,0.6,False,,a,12,102,55,102430,1329,61950,937,0.7,12.2,Kaminski,2070,0,0,2,45,0,0,0,3,0,82,2,384,644.8,0.0,0.0,64.4,23,0.00,0.02,0.02,46.19,11,4,672,80,649,71,148,5,,,,,,,0.0,3.57,0.0,0.0,2.01,1.96,351,13,82,8,241,25,216,30,1.0,0.09
100,100,88894,0,0,0,0,1,3,10.1,5.8,2,Ross,5.8,630,False,,2023-09-16T23:30:07.302434Z,50,88894.jpg,3.6,Barkley,1.8,False,,a,12,102,64,218271,13537,55442,2950,1.2,12.8,Barkley,1424,3,4,2,33,0,0,0,3,0,0,4,304,424.2,405.0,230.0,105.6,16,2.56,1.89,4.45,31.45,64,23,41,33,102,64,56,42,3,,1,,,,0.16,0.0,0.12,0.28,1.99,2.09,174,106,18,10,81,48,140,42,1.01,0.13
100,100,242453,0,0,-1,1,0,4,-1.1,0.2,0,Jacob,0.2,631,False,,2024-01-29T16:00:10.274126Z,49,242453.jpg,2.1,Brown,0.1,False,,a,12,102,39,33249,89,34271,80,0.0,8.0,Brown,1013,2,1,1,26,0,0,0,4,0,0,3,115,162.6,116.4,249.0,52.0,12,2.81,0.44,3.25,27.75,269,32,207,31,90,30,193,33,,,,,,,0.25,0.0,0.04,0.29,2.47,2.31,256,57,378,47,280,41,375,57,1.07,0.09
0,0,552030,0,0,0,0,0,2,0.0,0.0,0,Aidan,0.0,648,False,Season long loan to Dagenham and Redbridge,2023-09-11T14:13:13.987409Z,40,552030.jpg,0.0,Francis-Clarke,0.0,False,,u,12,102,0,713,0,1416,0,0.0,0.0,Francis-Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,628,243,615,242,576,232,633,243,,,,,,,0,0,0,0,0,0,754,231,511,203,637,239,644,232,0,0
,,20480,0,0,-1,1,0,1,-1.5,0.0,0,Tim,0.0,665,False,,,44,20480.jpg,0.0,Krul,0.0,False,,a,12,102,0,3849,23,3851,18,0.0,0.0,Krul,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,650,90,639,75,608,66,654,90,,,,,,,0,0,0,0,0,0,501,25,556,82,659,89,532,71,0,0
,,611011,0,0,0,0,0,2,-1.5,0.0,0,Joseph,0.0,682,False,,,40,611011.jpg,0.0,Johnson,0.0,False,,a,12,102,0,4855,24,3776,23,0.0,0.0,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,633,246,620,245,581,235,638,246,,,,,,,0,0,0,0,0,0,759,234,516,206,642,242,529,199,0,0
,,60252,0,0,0,0,1,3,0.5,1.0,1,Andros,1.0,727,False,,,50,60252.jpg,3.1,Townsend,0.1,False,,a,12,102,43,46112,240,35562,275,0.2,8.6,Townsend,724,1,3,3,15,0,0,0,0,0,0,3,143,146.6,171.2,108.0,42.5,9,1.19,1.46,2.65,14.22,288,118,147,97,192,109,229,114,,,2,,,,0.15,0.0,0.18,0.33,1.77,1.86,172,105,257,119,145,71,387,123,1.12,0.37
0,0,608060,0,0,0,0,0,3,0.0,0.0,0,Jayden,0.0,729,False,On loan to Woking until the end of the season,2024-01-25T09:08:33.131050Z,45,608060.jpg,0.0,Luker,0.0,False,,u,12,102,0,770,0,653,3,0.0,0.0,Luker,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,762,320,761,321,752,317,767,322,,,,,,,0,0,0,0,0,0,498,298,704,283,765,322,758,315,0,0
,,589114,0,0,0,0,0,3,-1.5,0.0,0,Zack,0.0,734,False,,,45,589114.jpg,0.0,Nelson,0.0,False,,a,12,102,0,1110,36,785,14,0.0,0.0,Nelson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,758,316,757,317,748,313,763,318,,,,,,,0,0,0,0,0,0,494,294,700,279,761,318,723,293,0,0
,,209293,0,0,0,0,0,2,-1.5,0.0,0,Daiki,0.0,798,False,,,40,209293.jpg,0.0,Hashioka,0.0,False,,a,12,102,0,223,21,43,9,0.0,0.0,Hashioka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,572,206,559,205,517,192,577,206,,,,,,,0,0,0,0,0,0,687,183,452,163,581,202,765,256,0,0
100,100,211975,0,0,-1,1,0,2,2.4,1.2,1,Manuel,0.2,341,False,,2024-01-07T21:30:10.406147Z,49,211975.jpg,3.1,Akanji,3.9,False,,a,13,43,50,1090516,842,1261167,2436,0.0,10.2,Akanji,1317,2,0,4,16,0,0,0,2,1,0,1,266,302.2,133.5,82.0,51.9,15,0.83,0.79,1.62,13.73,147,52,182,38,228,61,194,54,,,,,,,0.06,0.0,0.05,0.11,0.94,1.09,245,27,377,131,144,34,88,31,1.03,0.27
100,100,126184,0,0,0,0,1,2,10.0,5.0,11,Nathan,4.0,342,False,,2023-11-13T01:00:09.634159Z,50,126184.jpg,3.7,Aké,6.6,False,,a,13,43,70,1005516,28255,897145,2048,0.8,14.0,Aké,1365,2,3,3,16,0,0,0,0,0,0,6,333,320.8,132.3,187.0,64.2,15,1.69,0.81,2.50,12.97,134,46,183,39,128,12,150,37,,,,,,,0.11,0.0,0.05,0.16,0.86,1.05,179,22,50,9,70,9,57,18,0.99,0.2
,,461358,0,0,3,-3,3,4,11.6,5.8,2,Julián,4.8,343,False,,,68,461358.jpg,5.0,Álvarez,28.9,False,,a,13,43,116,6681104,13588,4460155,95219,0.7,17.1,J.Alvarez,1931,8,8,9,19,0,0,0,2,0,0,17,486,545.4,779.6,663.0,198.8,23,8.59,5.10,13.69,17.92,32,5,7,1,10,6,3,1,2,,2,,3,,0.4,0.0,0.24,0.64,0.84,0.89,40,15,35,9,22,5,11,3,1.07,0.42
100,100,165809,0,0,-1,1,3,3,7.6,3.8,1,Bernardo,2.8,344,False,,2023-09-20T09:00:09.855543Z,64,165809.jpg,4.8,Veiga de Carvalho e Silva,4.2,False,,a,13,43,92,935271,3115,1001155,12041,0.4,14.4,Bernardo,1509,6,4,3,21,0,0,0,4,0,0,15,392,505.6,516.8,355.0,137.9,17,2.18,4.53,6.71,16.66,41,13,21,16,54,31,24,14,3,,,,,,0.13,0.0,0.27,0.4,0.99,1.25,52,29,111,50,28,19,80,27,1.01,0.18
,,477555,0,0,-1,1,0,3,6.0,3.0,0,Oscar,2.0,345,False,,,44,477555.jpg,2.9,Bobb,0.1,False,,a,13,43,20,15368,154,12548,167,0.5,4.5,Bobb,115,1,2,0,2,0,0,0,0,0,0,2,68,72.2,57.1,64.0,19.3,0,1.01,0.70,1.71,1.26,369,160,308,165,260,136,357,161,,,,,,,0.79,0.0,0.55,1.34,0.99,1.57,565,321,155,66,170,80,458,151,0.0,0.0
0,0,121145,0,0,-2,2,0,2,0.0,0.0,0,João,0.0,346,False,Season-long loan to Barcelona,2023-09-01T21:47:31.722632Z,58,121145.jpg,0.0,Cancelo,1.0,False,,u,13,43,0,23685,0,274302,51,0.0,0.0,Cancelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,806,261,806,261,806,261,806,261,,,,,,,0,0,0,0,0,0,75,6,794,260,805,260,187,73,0,0
,,17601,0,0,-2,2,0,1,2.0,1.0,0,Scott,0.0,347,False,,,38,17601.jpg,0.0,Carson,0.1,False,,a,13,43,0,6711,61,8338,52,0.0,0.0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,521,37,502,14,456,3,525,37,,,,,,,0,0,0,0,0,0,806,90,388,25,530,36,454,65,0,0
0,0,463210,0,0,0,0,0,3,0.0,0.0,0,Shea,0.0,348,False,Permanent Transfer to Southampton,2023-07-11T09:00:10.230763Z,45,463210.jpg,0.0,Charles,0.0,False,,u,13,43,0,0,0,36,0,0.0,0.0,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,713,283,709,283,695,276,718,285,,,,,,,0,0,0,0,0,0,430,249,648,242,717,286,808,352,0,0
100,100,61366,0,0,3,-3,1,3,16.0,8.0,4,Kevin,7.0,349,False,,2023-08-12T08:00:06.610027Z,108,61366.jpg,5.8,De Bruyne,31.4,False,,a,13,43,29,3387309,20719,1533986,28927,0.6,2.7,De Bruyne,236,1,4,1,1,0,0,0,0,0,0,4,104,133.8,170.3,60.0,36.4,3,0.56,1.18,1.74,1.75,302,126,148,98,271,142,257,124,1,,1,,4,,0.21,0.0,0.45,0.66,0.67,0.38,4,2,10,6,9,5,9,3,1.14,0.38
