chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
,,496185,0,0,0,0,0,3,1.9,0.7,0,Kaide,0.2,783,False,,,45,496185.jpg,1.0,Gordon,0.0,False,,a,11,14,1,183,13,54,4,0.0,0.2,Gordon,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,2.0,0.3,0,0.00,0.00,0.00,0.44,517,234,483,235,445,221,504,228,,,,,,,0.0,0.0,0.0,0.0,39.6,0.0,449,264,363,168,461,211,780,329,0.0,0.0
100,100,437742,0,0,-1,1,0,3,3.5,2.5,2,Albert,2.5,21,False,,2023-09-27T09:00:08.013871Z,49,437742.jpg,2.5,Sambi Lokonga,0.0,False,,a,12,102,25,3115,25,3302,8,0.5,5.1,Sambi,739,0,2,2,15,0,0,0,2,0,0,1,123,123.4,77.6,28.0,22.8,9,0.25,0.32,0.57,11.85,310,129,265,151,347,176,333,148,,,,,,,0.03,0.0,0.04,0.07,1.44,1.83,262,167,112,50,229,99,591,218,1.1,0.24
0,0,184704,0,0,-1,1,0,3,0.0,0.0,0,Marvelous,0.0,52,False,Knee injury - Unknown return date,2023-12-27T00:00:09.843034Z,44,184704.jpg,1.6,Nakamba,0.6,False,,i,12,102,21,178395,5,251007,92,0.0,4.8,Nakamba,1131,0,0,0,24,0,0,0,5,0,0,0,131,146.4,102.8,14.0,26.5,13,0.18,0.49,0.67,26.26,285,116,224,134,401,198,308,142,,,,,,,0.01,0.0,0.04,0.05,2.09,1.91,521,304,567,204,360,155,226,68,1.03,0.0
,,174310,0,0,-1,1,1,4,13.5,7.5,5,Elijah,7.5,314,False,,,49,174310.jpg,3.5,Adebayo,4.1,False,,a,12,102,80,521814,10367,202466,1622,1.5,16.3,Adebayo,1149,9,1,2,28,0,0,0,1,0,0,6,265,358.4,170.3,420.0,94.9,13,4.86,0.44,5.30,23.89,100,11,142,20,39,17,67,12,,,,,2,,0.38,0.0,0.03,0.41,1.87,2.19,235,51,4,1,95,18,81,15,1.02,0.16
0,0,208904,0,0,-1,1,0,2,0.0,0.0,0,Mads Juel,0.0,315,False,Calf injury - Unknown return date,2024-01-17T10:30:09.082409Z,39,208904.jpg,1.9,Andersen,0.6,False,,i,12,102,15,206604,5,223499,136,0.0,3.8,Andersen,397,1,0,0,6,0,0,0,1,0,0,1,75,126.8,1.8,27.0,15.6,4,0.26,0.00,0.26,7.64,307,122,450,166,349,118,370,132,,,,,,,0.06,0.0,0.0,0.06,1.73,1.36,777,243,408,138,310,103,217,86,0.91,0.0
100,100,165183,0,0,-1,1,0,2,2.9,2.2,1,Amari'i,2.2,316,False,,2023-12-26T10:00:10.242282Z,39,165183.jpg,1.7,Bell,3.4,False,,a,12,102,31,244532,1766,690809,344,0.6,7.9,Bell,1535,0,0,2,35,0,0,0,0,0,0,1,238,284.0,101.5,42.0,42.7,18,0.38,0.40,0.78,32.13,153,57,225,59,304,93,221,65,,,,,,,0.02,0.0,0.02,0.04,1.88,2.05,773,241,120,32,344,119,95,34,1.06,0.12
100,100,82738,0,0,-4,4,0,3,0.1,0.8,1,Luke,0.8,317,False,,2023-11-04T03:00:08.936884Z,46,82738.jpg,1.0,Berry,0.0,False,,a,12,102,5,1515,9,6530,2,0.2,1.1,Berry,41,0,0,0,1,0,0,0,0,0,0,0,12,0.2,0.3,2.0,0.3,0,0.24,0.03,0.27,1.24,519,236,485,237,447,222,508,230,,,,,,,0.53,0.0,0.07,0.6,2.72,2.2,334,220,274,127,471,217,579,212,0.0,0.0
100,100,156658,0,0,0,0,0,2,2.5,2.0,1,Reece,2.0,318,False,,2023-10-22T23:30:07.909991Z,40,156658.jpg,1.9,Burke,0.1,False,,a,12,102,21,27913,142,23991,27,0.5,5.2,Burke,763,0,1,1,14,0,0,0,1,0,0,0,116,150.4,74.6,53.0,27.8,9,0.51,0.20,0.71,15.03,280,110,270,81,280,84,303,105,,,,,,,0.06,0.0,0.02,0.08,1.77,1.65,674,174,144,46,311,104,408,158,1.06,0.12
0,0,193195,0,0,-1,1,0,3,0.0,0.0,0,Allan,0.0,319,False,Season-long loan to Millwall,2023-09-01T15:34:04.323217Z,49,193195.jpg,0.0,Campbell,0.0,False,,u,12,102,0,182,0,3896,0,0.0,0.0,Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,771,327,769,327,763,323,774,329,,,,,,,0,0,0,0,0,0,238,154,730,301,774,329,666,262,0,0
100,100,96784,0,0,-2,2,0,3,2.1,1.8,1,Jordan,1.8,320,False,,2023-12-27T00:00:10.569232Z,48,96784.jpg,1.2,Clark,0.0,False,,a,12,102,11,1226,14,1780,4,0.4,2.3,Clark,338,0,0,1,9,0,0,0,2,0,0,0,27,34.8,33.1,44.0,11.2,4,0.33,0.15,0.48,8.15,423,188,356,183,299,158,402,183,,,,,,,0.09,0.0,0.04,0.13,2.17,2.4,282,182,171,73,409,185,683,272,1.07,0.27
100,100,244262,0,0,1,-1,2,2,6.1,3.8,1,Alfie,3.8,321,False,,2023-12-02T19:00:09.058622Z,46,244262.jpg,3.3,Doughty,7.5,False,,a,12,102,73,886702,5801,124806,1515,0.8,15.9,Doughty,1659,1,7,2,36,0,0,0,2,0,0,10,356,372.4,599.5,163.0,113.4,19,0.70,3.23,3.93,36.20,87,31,14,4,141,17,44,4,1,,,,,,0.04,0.0,0.18,0.22,1.96,1.95,346,47,55,11,121,26,51,14,1.03,0.11
0,0,49083,0,0,-1,1,0,3,0.0,0.0,0,Luke,0.0,322,False,Released,2023-08-25T08:38:56.197815Z,49,49083.jpg,0.0,Freeman,0.0,False,,u,12,102,0,59,0,1932,1,0.0,0.0,Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,766,322,763,322,757,318,769,324,,,,,,,0,0,0,0,0,0,220,142,723,295,769,324,701,281,0,0
0,0,113534,0,0,0,0,0,1,0.0,0.0,0,Matt,0.0,323,False,Released from contract,2023-09-03T20:04:04.658822Z,40,113534.jpg,0.0,Macey,0.2,False,,u,12,102,0,1324,0,44183,23,0.0,0.0,Macey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,558,62,543,45,500,34,563,62,,,,,,,0,0,0,0,0,0,669,42,436,54,568,61,327,48,0,0
0,0,422303,0,0,0,0,0,4,0.0,0.0,0,John,0.0,324,False,Season-long loan to Barnsley,2023-08-28T08:17:07.837499Z,45,422303.jpg,0.0,McAtee,0.4,False,,u,12,102,0,7174,0,237958,33,0.0,0.0,McAtee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,697,75,692,75,674,73,702,77,,,,,,,0,0,0,0,0,0,407,71,631,62,704,79,249,43,0,0
0,0,453537,0,0,0,0,0,3,0.0,0.0,0,Carlos,0.0,325,False,Permanent transfer to Bolton Wanderers,2023-07-26T11:29:40.140241Z,45,453537.jpg,0.0,Mendes Gomes,0.0,False,,u,12,102,0,0,0,1480,1,0.0,0.0,Mendes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,705,278,700,279,684,270,710,281,,,,,,,0,0,0,0,0,0,422,244,641,239,712,283,715,287,0,0
,,156700,0,0,-5,5,2,4,12.5,7.0,5,Carlton,7.0,326,False,,,50,156700.jpg,4.0,Morris,2.6,False,,a,12,102,91,1235066,5387,1115337,887,1.4,18.2,Morris,1509,6,6,3,32,0,0,0,2,0,0,11,269,302.4,157.0,475.0,93.3,17,6.75,0.82,7.57,33.70,133,12,157,23,28,13,71,13,,,,,1,,0.4,0.0,0.05,0.45,2.01,1.91,184,44,7,3,50,11,118,20,1.01,0.18
0,0,174595,0,0,0,0,0,4,0.0,0.0,0,Admiral,0.0,327,False,Season-long loan to Exeter City,2023-09-01T14:47:17.297340Z,45,174595.jpg,0.0,Muskwe,0.1,False,,u,12,102,0,1383,0,18898,5,0.0,0.0,Muskwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,684,70,678,70,657,68,689,72,,,,,,,0,0,0,0,0,0,375,65,611,56,692,74,495,71,0,0
100,100,229164,0,0,-1,1,0,4,6.9,4.2,2,Chiedozie,4.2,328,False,,2023-11-21T13:00:10.159797Z,49,229164.jpg,2.4,Ogbene,0.2,False,,a,12,102,53,25198,147,28225,38,0.9,10.8,Ogbene,1368,2,2,2,27,0,0,0,0,0,0,4,252,261.4,269.6,313.0,84.5,14,2.55,2.97,5.52,30.38,177,19,80,7,64,25,92,19,,,,,,,0.17,0.0,0.2,0.37,2.0,1.78,252,55,35,11,250,38,359,55,0.92,0.13
0,0,168035,0,0,0,0,0,3,0.0,0.0,0,Fred,0.0,329,False,Season long loan to Rotherham,2023-07-31T07:05:08.472622Z,50,168035.jpg,0.0,Onyedinma,0.0,False,,u,12,102,0,0,0,203,0,0.0,0.0,Onyedinma,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,783,336,783,338,778,335,785,338,,,,,,,0,0,0,0,0,0,187,114,750,316,785,338,791,338,0,0
100,100,199056,0,0,-1,1,0,2,6.1,3.8,1,Gabriel,3.8,330,False,,2023-08-04T11:00:04.319102Z,44,199056.jpg,2.7,Osho,0.2,False,,a,12,102,35,21932,448,7534,136,0.9,8.0,Osho,1136,2,0,2,25,0,0,0,2,0,0,1,205,298.6,5.7,60.0,36.4,13,0.79,0.04,0.83,26.35,138,49,432,159,264,75,253,79,,,,,,,0.06,0.0,0.0,0.06,2.09,1.98,524,100,53,10,191,50,346,136,1.03,0.16
0,0,490180,0,0,0,0,0,4,0.0,0.0,0,Aribim,0.0,331,False,Season long loan to Bromley,2023-08-21T08:33:51.407917Z,45,490180.jpg,0.0,Pepple,0.1,False,,u,12,102,0,838,0,17663,4,0.0,0.0,Pepple,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,720,82,715,82,701,80,725,84,,,,,,,0,0,0,0,0,0,443,79,656,69,725,85,505,72,0,0
0,0,243532,0,0,-1,1,0,3,0.0,0.0,0,Dion,0.0,332,False,Season-long loan to Sutton United,2023-09-01T14:46:43.900668Z,44,243532.jpg,0.0,Pereira,0.0,False,,u,12,102,0,1744,0,17703,3,0.0,0.0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,665,253,654,255,623,241,669,256,,,,,,,0,0,0,0,0,0,548,311,581,209,676,262,531,188,0,0
100,100,108411,0,0,-1,1,0,2,-1.5,0.0,0,Dan,0.0,333,False,,2023-08-06T23:30:05.828555Z,39,108411.jpg,0.0,Potts,0.1,False,,a,12,102,0,10408,75,11882,21,0.0,0.0,Potts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,528,186,509,185,463,168,532,185,,,,,,,0,0,0,0,0,0,765,239,398,136,538,182,443,174,0,0
0,0,165152,0,0,-1,1,0,3,0.0,0.0,0,Glen,0.0,334,False,Released from contract,2023-09-03T20:07:55.555731Z,44,165152.jpg,0.0,Rea,0.0,False,,u,12,102,0,883,0,5369,1,0.0,0.0,Rea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,654,248,641,250,610,236,658,251,,,,,,,0,0,0,0,0,0,513,303,562,203,664,257,627,238,0,0
,,77818,0,0,-2,2,0,1,-1.5,0.0,0,James,0.0,335,False,,,43,77818.jpg,0.0,Shea,0.1,False,,a,12,102,0,3043,4,13194,3,0.0,0.0,Shea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,636,86,622,71,590,62,640,86,,,,,,,0,0,0,0,0,0,590,30,531,78,646,85,396,57,0,0
0,0,242500,0,0,0,0,0,4,0.0,0.0,0,Joe,0.0,336,False,Season long loan to Colchester United,2023-08-11T10:53:00.375635Z,45,242500.jpg,0.0,Taylor,0.1,False,,u,12,102,0,0,0,25509,7,0.0,0.0,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,692,74,687,74,668,72,697,76,,,,,,,0,0,0,0,0,0,400,69,625,60,700,78,472,66,0,0
0,0,232477,0,0,0,0,0,3,0.0,0.0,0,Elliot,0.0,337,False,Joined Shrewsbury Town on a season-long loan,2023-07-13T12:00:04.224388Z,45,232477.jpg,0.0,Thorpe,0.0,False,,u,12,102,0,14,0,618,1,0.0,0.0,Thorpe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,690,268,685,269,666,260,695,271,,,,,,,0,0,0,0,0,0,396,232,623,227,698,274,746,309,0,0
0,0,207722,0,0,0,0,0,1,0.0,0.0,0,Jack,0.0,338,False,Joined Dundee United on a season-long loan - Expected back 01 Jul,2023-07-11T09:00:04.234257Z,40,207722.jpg,0.0,Walton,0.0,False,,u,12,102,0,0,0,841,2,0.0,0.0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,569,65,554,48,511,37,574,65,,,,,,,0,0,0,0,0,0,682,45,447,57,579,64,704,82,0,0
0,0,223333,0,0,-1,1,0,3,0.0,0.0,0,Louie,0.0,339,False,Season-long loan to Charlton,2023-09-01T21:49:21.681463Z,44,223333.jpg,0.0,Watson,0.1,False,,u,12,102,0,3951,0,29334,6,0.0,0.0,Watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,660,249,649,251,618,237,664,252,,,,,,,0,0,0,0,0,0,538,306,574,205,671,258,392,125,0,0
100,100,91046,0,0,-2,2,0,4,0.1,0.8,1,Cauley,0.8,340,False,,2023-11-10T17:30:09.674003Z,43,91046.jpg,1.0,Woodrow,0.5,False,,a,12,102,11,131023,277,155505,128,0.2,2.6,Woodrow,87,0,0,0,2,0,0,0,0,0,0,0,37,28.4,50.5,34.0,11.2,0,0.64,0.44,1.08,1.65,431,50,320,45,325,51,400,51,,,,,3,,0.66,0.0,0.46,1.12,1.71,2.07,594,101,262,37,437,53,227,39,0.0,0.0
75,75,244856,0,0,-1,1,1,2,-0.4,0.4,0,Teden,0.5,393,False,Knock - 75% chance of playing,2024-02-09T16:30:08.656679Z,39,244856.jpg,1.8,Mengi,1.8,False,,d,12,102,28,314438,158,158935,636,0.1,7.2,Mengi,1310,1,0,1,28,0,0,0,2,0,0,1,178,299.0,24.3,60.0,38.4,14,0.32,0.47,0.79,28.71,137,48,377,131,263,74,240,74,,,,,,,0.02,0.0,0.03,0.05,1.97,1.92,785,246,291,93,325,112,141,60,0.96,0.07
0,0,232351,0,0,-3,3,0,2,0.0,0.0,0,Ryan,0.0,553,False,Joined Hull City on loan until the end of the season,2024-01-31T09:01:37.686625Z,42,232351.jpg,1.0,Giles,0.1,False,,u,12,102,11,9853,0,19427,15,0.0,2.6,Giles,498,0,0,0,14,0,0,0,0,0,0,0,81,83.2,108.7,38.0,23.1,5,0.12,0.56,0.68,14.04,350,135,212,52,311,96,330,119,,,,,,,0.02,0.0,0.1,0.12,2.54,2.53,647,160,523,214,432,152,438,170,0.9,0.0
0,0,108796,0,0,-3,3,0,2,0.0,0.0,0,Tom,0.0,575,False,Illness - Unknown return date,2023-12-28T19:00:10.993513Z,42,108796.jpg,1.6,Lockyer,0.1,False,,i,12,102,23,31906,3,40444,39,0.0,5.5,Lockyer,1169,1,1,0,23,1,0,0,4,0,0,1,162,286.2,39.2,80.0,40.6,14,0.99,0.29,1.28,27.64,151,55,346,118,225,59,229,68,,,,,,,0.08,0.0,0.02,0.1,2.13,1.77,642,156,518,210,357,124,394,152,1.08,0.0
,,104047,0,0,-3,3,0,3,-0.5,0.5,0,Pelly Ruddock,0.5,582,False,,,47,104047.jpg,1.4,Mpanzu,0.0,False,,a,12,102,26,3998,23,7378,4,0.1,5.5,Mpanzu,768,0,0,1,15,0,0,0,0,0,0,0,73,74.4,69.9,60.0,20.4,8,0.53,1.37,1.90,18.99,360,156,280,155,267,141,349,157,,,,,,,0.06,0.0,0.16,0.22,2.23,1.76,312,203,308,145,386,172,564,206,0.94,0.12
,,222677,0,0,-3,3,0,3,0.1,0.8,1,Tahith,0.8,586,False,,,47,222677.jpg,1.4,Chong,0.1,False,,a,12,102,26,12524,44,19267,8,0.2,5.5,Chong,806,1,0,0,19,0,0,0,3,0,0,0,66,106.6,78.2,110.0,29.1,6,1.02,0.73,1.75,19.93,321,137,264,150,187,107,296,139,,,,,,,0.11,0.0,0.08,0.19,2.23,2.12,322,212,277,129,387,173,462,155,0.67,0.0
100,100,476369,0,0,0,0,0,2,-1.5,0.0,0,Issa,0.0,602,False,,2023-12-30T22:30:10.464412Z,40,476369.jpg,1.7,Kaboré,3.0,False,,a,12,102,25,569840,249,839207,331,0.0,6.2,Kaboré,1047,0,2,0,23,0,0,0,4,0,0,3,137,180.6,158.7,50.0,38.8,13,0.22,1.20,1.42,23.85,251,96,153,31,282,85,235,72,,,,,,,0.02,0.0,0.1,0.12,2.05,1.98,723,209,483,182,345,120,107,40,1.12,0.0
,,54738,0,0,0,0,0,1,4.5,3.0,1,Thomas,3.0,614,False,,,45,54738.jpg,2.4,Kaminski,0.6,False,,a,12,102,55,101548,447,61256,243,0.7,12.2,Kaminski,2070,0,0,2,45,0,0,0,3,0,82,2,378,638.8,0.0,0.0,63.8,23,0.00,0.02,0.02,46.09,7,4,669,79,645,70,146,5,,,,,,,0.0,3.57,0.0,0.0,2.0,1.96,352,13,76,7,241,25,216,30,1.0,0.09
100,100,88894,0,0,0,0,1,3,10.1,5.8,2,Ross,5.8,630,False,,2023-09-16T23:30:07.302434Z,50,88894.jpg,3.6,Barkley,1.7,False,,a,12,102,64,210663,5929,53158,666,1.2,12.8,Barkley,1424,3,4,2,33,0,0,0,3,0,0,4,304,405.4,368.7,215.0,98.6,16,2.59,1.88,4.47,31.35,68,26,48,39,106,69,62,47,3,,1,,,,0.16,0.0,0.12,0.28,1.98,2.09,174,106,14,7,80,46,145,42,1.01,0.13
100,100,242453,0,0,-1,1,0,4,-1.1,0.2,0,Jacob,0.2,631,False,,2024-01-29T16:00:10.274126Z,49,242453.jpg,2.1,Brown,0.1,False,,a,12,102,39,33206,46,34218,27,0.0,8.0,Brown,1013,2,1,1,26,0,0,0,4,0,0,3,115,162.6,116.4,249.0,52.0,12,2.81,0.44,3.25,27.75,268,32,200,30,82,28,188,33,,,,,,,0.25,0.0,0.04,0.29,2.47,2.31,256,57,376,46,280,41,375,57,1.07,0.09
0,0,552030,0,0,0,0,0,2,0.0,0.0,0,Aidan,0.0,648,False,Season long loan to Dagenham and Redbridge,2023-09-11T14:13:13.987409Z,40,552030.jpg,0.0,Francis-Clarke,0.0,False,,u,12,102,0,713,0,1416,0,0.0,0.0,Francis-Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,626,243,611,242,572,232,631,243,,,,,,,0,0,0,0,0,0,750,231,507,201,636,239,644,232,0,0
,,20480,0,0,-1,1,0,1,-1.5,0.0,0,Tim,0.0,665,False,,,44,20480.jpg,0.0,Krul,0.0,False,,a,12,102,0,3833,7,3844,11,0.0,0.0,Krul,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,648,89,635,74,604,65,652,89,,,,,,,0,0,0,0,0,0,498,25,553,81,658,88,532,71,0,0
,,611011,0,0,0,0,0,2,-1.5,0.0,0,Joseph,0.0,682,False,,,40,611011.jpg,0.0,Johnson,0.0,False,,a,12,102,0,4845,14,3759,6,0.0,0.0,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,631,246,616,245,577,235,636,246,,,,,,,0,0,0,0,0,0,755,234,512,204,641,242,530,199,0,0
,,60252,0,0,0,0,1,3,0.5,1.0,1,Andros,1.0,727,False,,,50,60252.jpg,3.1,Townsend,0.1,False,,a,12,102,43,45967,95,35378,91,0.2,8.6,Townsend,724,1,3,3,15,0,0,0,0,0,0,3,143,140.8,165.4,93.0,39.8,9,1.18,1.46,2.64,14.20,291,119,147,95,204,114,233,115,,,2,,,,0.15,0.0,0.18,0.33,1.77,1.86,172,105,252,117,142,67,388,124,1.12,0.37
0,0,608060,0,0,0,0,0,3,0.0,0.0,0,Jayden,0.0,729,False,On loan to Woking until the end of the season,2024-01-25T09:08:33.131050Z,45,608060.jpg,0.0,Luker,0.0,False,,u,12,102,0,770,0,651,1,0.0,0.0,Luker,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,757,317,755,318,745,313,762,320,,,,,,,0,0,0,0,0,0,495,296,699,281,761,320,755,314,0,0
,,589114,0,0,0,0,0,3,-1.5,0.0,0,Zack,0.0,734,False,,,45,589114.jpg,0.0,Nelson,0.0,False,,a,12,102,0,1088,14,777,6,0.0,0.0,Nelson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,753,313,751,314,741,309,758,316,,,,,,,0,0,0,0,0,0,491,292,695,277,757,316,726,294,0,0
,,209293,0,0,0,0,0,2,-1.5,0.0,0,Daiki,0.0,798,False,,,40,209293.jpg,0.0,Hashioka,0.0,False,,a,12,102,0,210,8,36,2,0.0,0.0,Hashioka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,571,206,556,205,513,191,576,206,,,,,,,0,0,0,0,0,0,684,183,449,161,581,202,765,255,0,0
100,100,211975,0,0,-1,1,0,2,2.4,1.2,1,Manuel,0.2,341,False,,2024-01-07T21:30:10.406147Z,49,211975.jpg,3.1,Akanji,3.9,False,,a,13,43,50,1090035,361,1259790,1059,0.0,10.2,Akanji,1317,2,0,4,16,0,0,0,2,1,0,1,266,295.4,125.7,73.0,49.5,15,0.83,0.79,1.62,13.73,141,50,187,40,237,64,196,55,,,,,,,0.06,0.0,0.05,0.11,0.94,1.09,245,27,375,130,141,34,88,31,1.03,0.27
100,100,126184,0,0,0,0,1,2,9.0,4.5,9,Nathan,3.5,342,False,,2023-11-13T01:00:09.634159Z,50,126184.jpg,3.6,Aké,6.4,False,,a,13,43,68,985429,8168,895877,780,0.7,13.6,Aké,1365,2,3,3,16,0,0,0,0,0,0,4,333,289.6,114.9,172.0,57.8,15,1.69,0.81,2.50,12.97,149,54,202,48,133,13,161,38,,,,,,,0.11,0.0,0.05,0.16,0.86,1.05,179,22,62,15,81,11,59,19,0.99,0.2
,,461358,0,0,3,-3,3,4,11.6,5.8,2,Julián,4.8,343,True,,,68,461358.jpg,5.0,Álvarez,29.4,False,,a,13,43,116,6672739,5223,4408623,43687,0.7,17.1,J.Alvarez,1931,8,8,9,19,0,0,0,2,0,0,17,486,537.8,732.3,653.0,192.3,23,8.59,5.10,13.69,17.92,30,5,8,1,10,6,4,2,2,,2,,3,,0.4,0.0,0.24,0.64,0.84,0.89,40,15,27,9,23,5,11,3,1.07,0.42
100,100,165809,0,0,-1,1,3,3,7.6,3.8,1,Bernardo,2.8,344,False,,2023-09-20T09:00:09.855543Z,64,165809.jpg,4.8,Veiga de Carvalho e Silva,4.3,False,,a,13,43,92,933445,1289,994220,5106,0.4,14.4,Bernardo,1509,6,4,3,21,0,0,0,4,0,0,15,392,499.4,515.5,355.0,137.1,17,2.18,4.53,6.71,16.66,38,13,18,13,53,30,24,14,3,,,,,,0.13,0.0,0.27,0.4,0.99,1.25,52,30,105,48,29,19,79,27,1.01,0.18
,,477555,0,0,-1,1,0,3,6.0,3.0,0,Oscar,2.0,345,False,,,44,477555.jpg,2.9,Bobb,0.1,False,,a,13,43,20,15292,78,12444,63,0.5,4.5,Bobb,115,1,2,0,2,0,0,0,0,0,0,2,68,72.2,57.1,64.0,19.3,0,1.01,0.70,1.71,1.26,365,160,303,164,256,135,354,160,,,,,,,0.79,0.0,0.55,1.34,0.99,1.57,562,319,146,62,168,79,455,149,0.0,0.0
0,0,121145,0,0,-2,2,0,2,0.0,0.0,0,João,0.0,346,False,Season-long loan to Barcelona,2023-09-01T21:47:31.722632Z,58,121145.jpg,0.0,Cancelo,1.0,False,,u,13,43,0,23685,0,274269,18,0.0,0.0,Cancelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,802,261,802,261,802,261,802,261,,,,,,,0,0,0,0,0,0,74,6,789,259,801,260,187,73,0,0
,,17601,0,0,-2,2,0,1,2.0,1.0,0,Scott,0.0,347,False,,,38,17601.jpg,0.0,Carson,0.1,False,,a,13,43,0,6677,27,8307,21,0.0,0.0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,520,37,499,14,452,3,524,37,,,,,,,0,0,0,0,0,0,802,89,386,25,530,36,453,65,0,0
0,0,463210,0,0,0,0,0,3,0.0,0.0,0,Shea,0.0,348,False,Permanent Transfer to Southampton,2023-07-11T09:00:10.230763Z,45,463210.jpg,0.0,Charles,0.0,False,,u,13,43,0,0,0,36,0,0.0,0.0,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,711,282,706,282,691,274,716,285,,,,,,,0,0,0,0,0,0,430,249,646,242,716,286,808,352,0,0
100,100,61366,0,0,3,-3,1,3,16.0,8.0,4,Kevin,7.0,349,False,,2023-08-12T08:00:06.610027Z,108,61366.jpg,5.8,De Bruyne,31.4,False,,a,13,43,29,3375130,8540,1517081,12022,0.6,2.7,De Bruyne,236,1,4,1,1,0,0,0,0,0,0,4,104,117.0,157.1,56.0,33.0,3,0.56,1.18,1.74,1.75,314,132,155,102,278,147,272,130,1,,1,,4,,0.21,0.0,0.45,0.66,0.67,0.38,4,2,8,4,10,6,9,3,1.14,0.38
